external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,rates,amount_usd,chargeback
d676rW95fMDkNnVSwOHX9,True,GLOBALPAY,evt_1E_OogmiTDXE5VZumnVWkWL,2019-01-01T00:00:00.000Z,ACCEPTED,False,92.02,UK,GBP,"{""CAD"":1.4173511828553305,""EUR"":0.9225797497549879,""MXN"":25.098124751855323,""USD"":1,""SGD"":1.4342232652777973,""AUD"":1.656777771144169,""GBP"":0.8220252316047373}",111.94303588511612,True
ZQtj3yHyaTyxlGvhdKt8I,True,GLOBALPAY,evt_1E5UEcb2LL2e4qwmZD6mukK,2019-01-01T09:36:00.000Z,DECLINED,False,459.88,UK,GBP,"{""CAD"":1.4173511828553305,""EUR"":0.9225797497549879,""MXN"":25.098124751855323,""USD"":1,""SGD"":1.4342232652777973,""AUD"":1.656777771144169,""GBP"":0.8220252316047373}",559.4475477379614,False
vFGWrb_Wjqhry08-8zfXh,True,GLOBALPAY,evt_1EYhYUXCVb7Wz2NG6DbHlTo,2019-01-01T14:24:00.000Z,ACCEPTED,False,171.55,UK,GBP,"{""CAD"":1.4173511828553305,""EUR"":0.9225797497549879,""MXN"":25.098124751855323,""USD"":1,""SGD"":1.4342232652777973,""AUD"":1.656777771144169,""GBP"":0.8220252316047373}",208.69189095948352,True
oSta7fK0P5d4ier1TVVEr,True,GLOBALPAY,evt_1Es4fSnPxpkj-hgFJSSXJEw,2019-01-01T19:12:00.000Z,ACCEPTED,False,683.48,UK,GBP,"{""CAD"":1.4173511828553305,""EUR"":0.9225797497549879,""MXN"":25.098124751855323,""USD"":1,""SGD"":1.4342232652777973,""AUD"":1.656777771144169,""GBP"":0.8220252316047373}",831.4586629728229,True
wYgc2mjHCUWJv1efhJFM8,True,GLOBALPAY,evt_1EbIH9c7e094n5bXySYR_xD,2019-01-01T00:00:00.000Z,ACCEPTED,False,1666.21,FR,EUR,"{""CAD"":1.419001247695722,""EUR"":0.9193015065576471,""MXN"":25.09893664707541,""USD"":1,""SGD"":1.4303333625792747,""AUD"":1.657204735915135,""GBP"":0.8180932187534893}",1812.4739142864837,True
Efn1-fPP8TIhW4MkxkcRG,True,GLOBALPAY,evt_1ENTQ4Xo_16zZhCQ30Ve1xB,2019-01-01T04:48:00.000Z,ACCEPTED,False,2164.35,FR,EUR,"{""CAD"":1.419001247695722,""EUR"":0.9193015065576471,""MXN"":25.09893664707541,""USD"":1,""SGD"":1.4303333625792747,""AUD"":1.657204735915135,""GBP"":0.8180932187534893}",2354.341839495592,True
FP7dufG_9Su4OJT24AIfc,True,GLOBALPAY,evt_1ERDNrYUFcjwzawy81EMkbY,2019-01-01T09:36:00.000Z,ACCEPTED,False,2708.47,FR,EUR,"{""CAD"":1.419001247695722,""EUR"":0.9193015065576471,""MXN"":25.09893664707541,""USD"":1,""SGD"":1.4303333625792747,""AUD"":1.657204735915135,""GBP"":0.8180932187534893}",2946.22599950037,True
DmQyXYhid18oJiWpsXSZb,True,GLOBALPAY,evt_1EIlcl6xvGPp7zEpIxK5z7f,2019-01-01T14:24:00.000Z,DECLINED,False,3077.75,FR,EUR,"{""CAD"":1.419001247695722,""EUR"":0.9193015065576471,""MXN"":25.09893664707541,""USD"":1,""SGD"":1.4303333625792747,""AUD"":1.657204735915135,""GBP"":0.8180932187534893}",3347.9222845230943,False
JRaX97jStHW0hMW-QHjl9,True,GLOBALPAY,evt_1EkT3sHKjjf8dAk-yWqTvqw,2019-01-01T19:12:00.000Z,ACCEPTED,False,3267.01,FR,EUR,"{""CAD"":1.419001247695722,""EUR"":0.9193015065576471,""MXN"":25.09893664707541,""USD"":1,""SGD"":1.4303333625792747,""AUD"":1.657204735915135,""GBP"":0.8180932187534893}",3553.7959817268443,True
tOClN5zRmeMhifdlBhWG7,True,GLOBALPAY,evt_1ELyHogAOzmoB9IvCTZ1Mb0,2019-01-01T00:00:00.000Z,ACCEPTED,False,802.75,CA,CAD,"{""CAD"":1.4172664709546088,""EUR"":0.9237409509479589,""MXN"":25.095176970549755,""USD"":1,""SGD"":1.4315655407282055,""AUD"":1.6571751047435896,""GBP"":0.821798786165638}",566.4072469443962,True
6igaKb272U_I3tJIjiMMc,True,GLOBALPAY,evt_1EojZ5XsAAFnJ-fC6lw7vaG,2019-01-01T04:48:00.000Z,ACCEPTED,False,619.31,CA,CAD,"{""CAD"":1.4172664709546088,""EUR"":0.9237409509479589,""MXN"":25.095176970549755,""USD"":1,""SGD"":1.4315655407282055,""AUD"":1.6571751047435896,""GBP"":0.821798786165638}",436.9749886080772,True
vbvYmbZ37l0sqUGN302sG,True,GLOBALPAY,evt_1EC-tQBmz9QwudbIT5eUWS0,2019-01-01T09:36:00.000Z,ACCEPTED,False,856.11,CA,CAD,"{""CAD"":1.4172664709546088,""EUR"":0.9237409509479589,""MXN"":25.095176970549755,""USD"":1,""SGD"":1.4315655407282055,""AUD"":1.6571751047435896,""GBP"":0.821798786165638}",604.0571886410054,True
U6IYSmKpBvzV63pCAwOkL,True,GLOBALPAY,evt_1E2G-omNPvpW5CFkqrL9ANG,2019-01-01T14:24:00.000Z,DECLINED,False,850.59,CA,CAD,"{""CAD"":1.4172664709546088,""EUR"":0.9237409509479589,""MXN"":25.095176970549755,""USD"":1,""SGD"":1.4315655407282055,""AUD"":1.6571751047435896,""GBP"":0.821798786165638}",600.1623670861837,False
WHQeUNR5QU6LqTF6jU_w3,True,GLOBALPAY,evt_1EhAk55OEb-N1ilnbCU2UMq,2019-01-01T19:12:00.000Z,ACCEPTED,False,1320.99,CA,CAD,"{""CAD"":1.4172664709546088,""EUR"":0.9237409509479589,""MXN"":25.095176970549755,""USD"":1,""SGD"":1.4315655407282055,""AUD"":1.6571751047435896,""GBP"":0.821798786165638}",932.0688995840272,True
KoU335CmEIXwdqwAZR2TL,True,GLOBALPAY,evt_1E21YDZjUCm11r1TL_iOOCh,2019-01-01T00:00:00.000Z,ACCEPTED,False,1007.43,AE,USD,"{""CAD"":1.4175555178139747,""EUR"":0.9204944748133865,""MXN"":25.09024219551291,""USD"":1,""SGD"":1.4349029060534526,""AUD"":1.6612610652593314,""GBP"":0.8193266316547391}",1007.43,True
PkVGp258KSRsvzlvw7Uah,True,GLOBALPAY,evt_1ERqXrS69n5ah2WVBA4dVVA,2019-01-01T04:48:00.000Z,ACCEPTED,False,1358.69,AE,USD,"{""CAD"":1.4175555178139747,""EUR"":0.9204944748133865,""MXN"":25.09024219551291,""USD"":1,""SGD"":1.4349029060534526,""AUD"":1.6612610652593314,""GBP"":0.8193266316547391}",1358.69,True
Oy4TfQVxcLfiyvCEJayCB,True,GLOBALPAY,evt_1E6pyvgL2bDNFVi5yUITlmW,2019-01-01T09:36:00.000Z,ACCEPTED,False,1345.4,AE,USD,"{""CAD"":1.4175555178139747,""EUR"":0.9204944748133865,""MXN"":25.09024219551291,""USD"":1,""SGD"":1.4349029060534526,""AUD"":1.6612610652593314,""GBP"":0.8193266316547391}",1345.4,True
uNzdAjMMXp9El0aDYIzUm,True,GLOBALPAY,evt_1EL2E3lQVDwZEJg7oK1wfOQ,2019-01-01T14:24:00.000Z,ACCEPTED,False,1857.56,AE,USD,"{""CAD"":1.4175555178139747,""EUR"":0.9204944748133865,""MXN"":25.09024219551291,""USD"":1,""SGD"":1.4349029060534526,""AUD"":1.6612610652593314,""GBP"":0.8193266316547391}",1857.56,True
HfeEyPvqAR20kPH2MvAPR,True,GLOBALPAY,evt_1EWXP2mB8IGETXoFieyhnRX,2019-01-01T19:12:00.000Z,ACCEPTED,False,1817.14,AE,USD,"{""CAD"":1.4175555178139747,""EUR"":0.9204944748133865,""MXN"":25.09024219551291,""USD"":1,""SGD"":1.4349029060534526,""AUD"":1.6612610652593314,""GBP"":0.8193266316547391}",1817.14,True
vcFARfAhlWd2c3nW-KKxi,True,GLOBALPAY,evt_1E-7GEiBQgqE83nDxdI15_l,2019-01-02T00:00:00.000Z,ACCEPTED,False,2860.84,US,USD,"{""CAD"":1.416668991192801,""EUR"":0.9229663003892085,""MXN"":25.09297875211755,""USD"":1,""SGD"":1.4385668659048916,""AUD"":1.6623460367943905,""GBP"":0.8232825748075681}",2860.84,True
RQXhQbAJHkN1jwMaNu79b,True,GLOBALPAY,evt_1E4oar-SJwNLXHDxQGn60wT,2019-01-02T04:48:00.000Z,ACCEPTED,False,3556.52,US,USD,"{""CAD"":1.416668991192801,""EUR"":0.9229663003892085,""MXN"":25.09297875211755,""USD"":1,""SGD"":1.4385668659048916,""AUD"":1.6623460367943905,""GBP"":0.8232825748075681}",3556.52,True
GJJM8FMb2tL2d-oQNVgMw,True,GLOBALPAY,evt_1E32lj7aLmqk72OLB4C7_YL,2019-01-02T09:36:00.000Z,ACCEPTED,False,3322.42,US,USD,"{""CAD"":1.416668991192801,""EUR"":0.9229663003892085,""MXN"":25.09297875211755,""USD"":1,""SGD"":1.4385668659048916,""AUD"":1.6623460367943905,""GBP"":0.8232825748075681}",3322.42,True
OzgrYr2o2U8YZ_-5KbVcC,True,GLOBALPAY,evt_1EuxOx-pe58xggEv0FHR48x,2019-01-02T14:24:00.000Z,ACCEPTED,False,3207.16,US,USD,"{""CAD"":1.416668991192801,""EUR"":0.9229663003892085,""MXN"":25.09297875211755,""USD"":1,""SGD"":1.4385668659048916,""AUD"":1.6623460367943905,""GBP"":0.8232825748075681}",3207.16,True
RGKjej45sMmg1QdR8HAeu,True,GLOBALPAY,evt_1Ee0PAbFFKU0ZMkbP4twuZw,2019-01-02T19:12:00.000Z,ACCEPTED,False,3678.74,US,USD,"{""CAD"":1.416668991192801,""EUR"":0.9229663003892085,""MXN"":25.09297875211755,""USD"":1,""SGD"":1.4385668659048916,""AUD"":1.6623460367943905,""GBP"":0.8232825748075681}",3678.74,True
8eoxlgMKNgvjSX5wQXWm-,True,GLOBALPAY,evt_1ERoyScQfnAKZNzHeIpXOaH,2019-01-02T00:00:00.000Z,ACCEPTED,False,2373.28,MX,MXN,"{""CAD"":1.4172178315609907,""EUR"":0.9241093632192365,""MXN"":25.088388610322998,""USD"":1,""SGD"":1.440321229043485,""AUD"":1.65814703668969,""GBP"":0.827861440934114}",94.59674899261876,True
f3HFG7ahP-CAaNDPTfHCx,True,GLOBALPAY,evt_1E-O-x0GxWsSQR7ylqxfcbR,2019-01-02T04:48:00.000Z,DECLINED,False,2350.81,MX,MXN,"{""CAD"":1.4172178315609907,""EUR"":0.9241093632192365,""MXN"":25.088388610322998,""USD"":1,""SGD"":1.440321229043485,""AUD"":1.65814703668969,""GBP"":0.827861440934114}",93.70111554445243,False
qRliPYK32-fxuG_8gtzwo,True,GLOBALPAY,evt_1E9Mg2eDd4zbn9FeAEVDs2J,2019-01-02T09:36:00.000Z,DECLINED,False,2983.89,MX,MXN,"{""CAD"":1.4172178315609907,""EUR"":0.9241093632192365,""MXN"":25.088388610322998,""USD"":1,""SGD"":1.440321229043485,""AUD"":1.65814703668969,""GBP"":0.827861440934114}",118.93509967285158,False
jp3-kF2_3PR1kKvgxmGrM,True,GLOBALPAY,evt_1EZg_Nz6eRkKkfHxZpWF6Ee,2019-01-02T14:24:00.000Z,ACCEPTED,False,3509.0,MX,MXN,"{""CAD"":1.4172178315609907,""EUR"":0.9241093632192365,""MXN"":25.088388610322998,""USD"":1,""SGD"":1.440321229043485,""AUD"":1.65814703668969,""GBP"":0.827861440934114}",139.86549931533543,True
0n2Qg32_o5znAmfoSLg7x,True,GLOBALPAY,evt_1EiziOD_xpib4yUI7Pf5p4y,2019-01-02T19:12:00.000Z,ACCEPTED,False,3948.51,MX,MXN,"{""CAD"":1.4172178315609907,""EUR"":0.9241093632192365,""MXN"":25.088388610322998,""USD"":1,""SGD"":1.440321229043485,""AUD"":1.65814703668969,""GBP"":0.827861440934114}",157.38396201242378,True
3t9Nt9ihAZpbXyjWEpcz0,True,GLOBALPAY,evt_1EeNHCA1E56QN_uw77Ha66V,2019-01-02T00:00:00.000Z,DECLINED,False,496.74,UK,GBP,"{""CAD"":1.418973714837365,""EUR"":0.9218808603985962,""MXN"":25.087779145204486,""USD"":1,""SGD"":1.4356173799131058,""AUD"":1.657153007998857,""GBP"":0.8280096048321323}",599.9205771299082,False
PRa0HqTzZOmz5qE8Doa3G,True,GLOBALPAY,evt_1EkXsTeM-nJvkrPvGMqzAYe,2019-01-02T04:48:00.000Z,ACCEPTED,False,290.61,UK,GBP,"{""CAD"":1.418973714837365,""EUR"":0.9218808603985962,""MXN"":25.087779145204486,""USD"":1,""SGD"":1.4356173799131058,""AUD"":1.657153007998857,""GBP"":0.8280096048321323}",350.97418955534613,True
G_vtELr0H6gGMq5WWdJLB,True,GLOBALPAY,evt_1E_25fw8pmnjndqfafZVO05,2019-01-02T09:36:00.000Z,ACCEPTED,False,256.46,UK,GBP,"{""CAD"":1.418973714837365,""EUR"":0.9218808603985962,""MXN"":25.087779145204486,""USD"":1,""SGD"":1.4356173799131058,""AUD"":1.657153007998857,""GBP"":0.8280096048321323}",309.7307066286916,True
2wzqGAWXzZ-A89MAJWhah,True,GLOBALPAY,evt_1EWfevaSyxzJFP_7S2C4-71,2019-01-02T14:24:00.000Z,DECLINED,False,42.19,UK,GBP,"{""CAD"":1.418973714837365,""EUR"":0.9218808603985962,""MXN"":25.087779145204486,""USD"":1,""SGD"":1.4356173799131058,""AUD"":1.657153007998857,""GBP"":0.8280096048321323}",50.95351521743935,False
3nOlqF7eFvyJQG4kWn0sd,True,GLOBALPAY,evt_1ElXVF_gTpKVOw26-RvUj1h,2019-01-02T19:12:00.000Z,ACCEPTED,False,60.81,UK,GBP,"{""CAD"":1.418973714837365,""EUR"":0.9218808603985962,""MXN"":25.087779145204486,""USD"":1,""SGD"":1.4356173799131058,""AUD"":1.657153007998857,""GBP"":0.8280096048321323}",73.44117706500326,True
zmylL4Rge2PBr6z9g8CLi,True,GLOBALPAY,evt_1Edp39u65v7289yV14ugulp,2019-01-02T00:00:00.000Z,DECLINED,False,2997.61,FR,EUR,"{""CAD"":1.421266671443286,""EUR"":0.9176829827515507,""MXN"":25.08825728309447,""USD"":1,""SGD"":1.4362175791396956,""AUD"":1.654839888017955,""GBP"":0.8311097807119587}",3266.4984055954314,False
vJCUNXj3zil6RTZBgLaTP,True,GLOBALPAY,evt_1E0sUU9xacvq4kL7Wo2TKMC,2019-01-02T04:48:00.000Z,DECLINED,False,3521.93,FR,EUR,"{""CAD"":1.421266671443286,""EUR"":0.9176829827515507,""MXN"":25.08825728309447,""USD"":1,""SGD"":1.4362175791396956,""AUD"":1.654839888017955,""GBP"":0.8311097807119587}",3837.850397356133,False
JXcp_-Pl5d02pPFP7JjiD,True,GLOBALPAY,evt_1E0wXUz3pgRkxG9WQQIg1zu,2019-01-02T09:36:00.000Z,ACCEPTED,False,3443.9,FR,EUR,"{""CAD"":1.421266671443286,""EUR"":0.9176829827515507,""MXN"":25.08825728309447,""USD"":1,""SGD"":1.4362175791396956,""AUD"":1.654839888017955,""GBP"":0.8311097807119587}",3752.8210337669366,True
56Rf9XD6HfNTsSPCe2l2s,True,GLOBALPAY,evt_1EpaRJEesvXGbj0ylOIQ8wd,2019-01-02T14:24:00.000Z,ACCEPTED,False,3153.28,FR,EUR,"{""CAD"":1.421266671443286,""EUR"":0.9176829827515507,""MXN"":25.08825728309447,""USD"":1,""SGD"":1.4362175791396956,""AUD"":1.654839888017955,""GBP"":0.8311097807119587}",3436.132149411018,True
VmeZ1pMsMLkmXqnpKrfLY,True,GLOBALPAY,evt_1Es-YdhEoZxvh99Bw8C34q1,2019-01-02T19:12:00.000Z,ACCEPTED,False,2931.98,FR,EUR,"{""CAD"":1.421266671443286,""EUR"":0.9176829827515507,""MXN"":25.08825728309447,""USD"":1,""SGD"":1.4362175791396956,""AUD"":1.654839888017955,""GBP"":0.8311097807119587}",3194.981333541619,True
yJ_BuRV3ThK9i5Yyzi5pL,True,GLOBALPAY,evt_1E8Iz0xF-HZ38nZv2Qp3aFq,2019-01-02T00:00:00.000Z,ACCEPTED,False,1706.84,CA,CAD,"{""CAD"":1.4208987964886006,""EUR"":0.9139678541618033,""MXN"":25.085711010111762,""USD"":1,""SGD"":1.4357988966673507,""AUD"":1.6543117287418767,""GBP"":0.8270579739317089}",1201.2396690165633,False
DgiK1CGWAFsI7xFQQcnao,True,GLOBALPAY,evt_1EwqG3rRGSeo58s6xFwIzDJ,2019-01-02T04:48:00.000Z,ACCEPTED,False,2035.78,CA,CAD,"{""CAD"":1.4208987964886006,""EUR"":0.9139678541618033,""MXN"":25.085711010111762,""USD"":1,""SGD"":1.4357988966673507,""AUD"":1.6543117287418767,""GBP"":0.8270579739317089}",1432.741026335532,True
LXVEQP3MCOdWMEVFxgTAI,True,GLOBALPAY,evt_1EGgrCb_CbiOKfmoNOtGrpI,2019-01-02T09:36:00.000Z,ACCEPTED,False,2087.17,CA,CAD,"{""CAD"":1.4208987964886006,""EUR"":0.9139678541618033,""MXN"":25.085711010111762,""USD"":1,""SGD"":1.4357988966673507,""AUD"":1.6543117287418767,""GBP"":0.8270579739317089}",1468.908274929871,True
cqLpDDx21jE4WVGVvkyY1,True,GLOBALPAY,evt_1EIH6IBrf6vmoAZhwIPZ-oo,2019-01-02T14:24:00.000Z,ACCEPTED,False,2748.28,CA,CAD,"{""CAD"":1.4208987964886006,""EUR"":0.9139678541618033,""MXN"":25.085711010111762,""USD"":1,""SGD"":1.4357988966673507,""AUD"":1.6543117287418767,""GBP"":0.8270579739317089}",1934.1841986154773,True
t7jcfJMycO1crYV8CI6Qm,True,GLOBALPAY,evt_1EuWCWbBnjTXYPxD5TuGC1p,2019-01-02T19:12:00.000Z,ACCEPTED,False,3374.03,CA,CAD,"{""CAD"":1.4208987964886006,""EUR"":0.9139678541618033,""MXN"":25.085711010111762,""USD"":1,""SGD"":1.4357988966673507,""AUD"":1.6543117287418767,""GBP"":0.8270579739317089}",2374.57446535818,True
clpSnhixFiWkMaBpWemLl,True,GLOBALPAY,evt_1E6FBGAn5p1TyjPC655XzlO,2019-01-02T00:00:00.000Z,ACCEPTED,False,2451.95,AE,USD,"{""CAD"":1.416491913261428,""EUR"":0.9126183498634362,""MXN"":25.083197873760085,""USD"":1,""SGD"":1.4371096850038358,""AUD"":1.652637328887802,""GBP"":0.8261303237339395}",2451.95,True
EP9vcj8u1HmGb8iVXGXPm,True,GLOBALPAY,evt_1EpajOWYTL8sssW-1VHwUO3,2019-01-02T04:48:00.000Z,ACCEPTED,False,2835.55,AE,USD,"{""CAD"":1.416491913261428,""EUR"":0.9126183498634362,""MXN"":25.083197873760085,""USD"":1,""SGD"":1.4371096850038358,""AUD"":1.652637328887802,""GBP"":0.8261303237339395}",2835.55,True
CNay9vG2CKGVuZp3J82ZA,True,GLOBALPAY,evt_1EqCPKpoxJBJSLmsTEBnM92,2019-01-02T09:36:00.000Z,ACCEPTED,False,3301.72,AE,USD,"{""CAD"":1.416491913261428,""EUR"":0.9126183498634362,""MXN"":25.083197873760085,""USD"":1,""SGD"":1.4371096850038358,""AUD"":1.652637328887802,""GBP"":0.8261303237339395}",3301.72,False
gIQwaSgq7oiVnBaNF4rPS,True,GLOBALPAY,evt_1EPcUFNPrSahy4zGYA7oNG6,2019-01-02T14:24:00.000Z,ACCEPTED,False,3175.36,AE,USD,"{""CAD"":1.416491913261428,""EUR"":0.9126183498634362,""MXN"":25.083197873760085,""USD"":1,""SGD"":1.4371096850038358,""AUD"":1.652637328887802,""GBP"":0.8261303237339395}",3175.36,True
LJYz6S2CdFmHPsqx7vp8_,True,GLOBALPAY,evt_1Eo21cGutPsJSwPorj3a8Jl,2019-01-02T19:12:00.000Z,ACCEPTED,False,3033.41,AE,USD,"{""CAD"":1.416491913261428,""EUR"":0.9126183498634362,""MXN"":25.083197873760085,""USD"":1,""SGD"":1.4371096850038358,""AUD"":1.652637328887802,""GBP"":0.8261303237339395}",3033.41,True
IroRBWyG_s_FwDVZy2XPQ,True,GLOBALPAY,evt_1E170drJfHysbD8DbRTcyKf,2019-01-03T00:00:00.000Z,ACCEPTED,False,3697.78,US,USD,"{""CAD"":1.414870021099628,""EUR"":0.9107140854045618,""MXN"":25.07956736703881,""USD"":1,""SGD"":1.4391742325920052,""AUD"":1.6575347145222812,""GBP"":0.8290229580229714}",3697.78,True
haT-Xg9MZ3VW-VpOj3a8m,True,GLOBALPAY,evt_1ELkeB5A4t-2Fo-Bwv5D3hg,2019-01-03T04:48:00.000Z,ACCEPTED,False,3685.7,US,USD,"{""CAD"":1.414870021099628,""EUR"":0.9107140854045618,""MXN"":25.07956736703881,""USD"":1,""SGD"":1.4391742325920052,""AUD"":1.6575347145222812,""GBP"":0.8290229580229714}",3685.7,True
WnzaaolKcDnhr9Us8nMiO,True,GLOBALPAY,evt_1E85hXz36LeB6STrTBJLKFe,2019-01-03T09:36:00.000Z,ACCEPTED,False,3857.86,US,USD,"{""CAD"":1.414870021099628,""EUR"":0.9107140854045618,""MXN"":25.07956736703881,""USD"":1,""SGD"":1.4391742325920052,""AUD"":1.6575347145222812,""GBP"":0.8290229580229714}",3857.86,True
ZwRYCK6gPk6MVt5dxpWev,True,GLOBALPAY,evt_1EsJ1Kf-hSD4VooPyBTM54-,2019-01-03T14:24:00.000Z,DECLINED,False,4101.37,US,USD,"{""CAD"":1.414870021099628,""EUR"":0.9107140854045618,""MXN"":25.07956736703881,""USD"":1,""SGD"":1.4391742325920052,""AUD"":1.6575347145222812,""GBP"":0.8290229580229714}",4101.37,False
xu1Po5sQr30t_mABUsRBl,True,GLOBALPAY,evt_1E7_Y9dbR5TcmZWpbSfo47M,2019-01-03T19:12:00.000Z,DECLINED,False,3936.57,US,USD,"{""CAD"":1.414870021099628,""EUR"":0.9107140854045618,""MXN"":25.07956736703881,""USD"":1,""SGD"":1.4391742325920052,""AUD"":1.6575347145222812,""GBP"":0.8290229580229714}",3936.57,False
pN-NrYthCv4ffSU2KAkyU,True,GLOBALPAY,evt_1ERqiEA9uNONlrEJgP0t-SV,2019-01-03T00:00:00.000Z,ACCEPTED,False,3910.25,MX,MXN,"{""CAD"":1.4148814927038895,""EUR"":0.9148124164864385,""MXN"":25.079843427067235,""USD"":1,""SGD"":1.4433300785839576,""AUD"":1.6582916224291977,""GBP"":0.8339775685264003}",155.91205787911306,True
F3NumyrteMRXlR7TIIO6X,True,GLOBALPAY,evt_1EcqndP-5jZ0KZND-r6d75Z,2019-01-03T04:48:00.000Z,DECLINED,False,3744.67,MX,MXN,"{""CAD"":1.4148814927038895,""EUR"":0.9148124164864385,""MXN"":25.079843427067235,""USD"":1,""SGD"":1.4433300785839576,""AUD"":1.6582916224291977,""GBP"":0.8339775685264003}",149.30994329727724,False
oaGQi8dOvK-Nojt3-Z253,True,GLOBALPAY,evt_1EMPrgiS0uW9IBlKAyUULwY,2019-01-03T09:36:00.000Z,ACCEPTED,False,3959.68,MX,MXN,"{""CAD"":1.4148814927038895,""EUR"":0.9148124164864385,""MXN"":25.079843427067235,""USD"":1,""SGD"":1.4433300785839576,""AUD"":1.6582916224291977,""GBP"":0.8339775685264003}",157.88296332530308,True
7ut4wt5T2BHVRmBTrGZ5q,True,GLOBALPAY,evt_1Ea_ICaQKcV35aSdE4eXXW8,2019-01-03T14:24:00.000Z,ACCEPTED,False,4420.73,MX,MXN,"{""CAD"":1.4148814927038895,""EUR"":0.9148124164864385,""MXN"":25.079843427067235,""USD"":1,""SGD"":1.4433300785839576,""AUD"":1.6582916224291977,""GBP"":0.8339775685264003}",176.26625193476923,True
GCw37XAhOL55MiXzU4RKm,True,GLOBALPAY,evt_1Egpz7zqcV0gopZcOUClIfq,2019-01-03T19:12:00.000Z,DECLINED,False,4121.37,MX,MXN,"{""CAD"":1.4148814927038895,""EUR"":0.9148124164864385,""MXN"":25.079843427067235,""USD"":1,""SGD"":1.4433300785839576,""AUD"":1.6582916224291977,""GBP"":0.8339775685264003}",164.32997327056842,False
